Projeto,Cod Fornecedor,Fornecedor,CNPJ,Num Obra,Cod Produto,Descrição do Item,Qtde Produto,Valor Unit UR,Valor Produto,Prod Serv,Previsão de execução,Num Provisório,Num OSP,Validação OSP,Status OSP,Nota Fiscal,Enviado SAP,Fase escola,Status escola,Unique ID
"53004230","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 12 Access Points - Equip - MEGA - CO","1","21.765,83","21.765,83","Material","06/07/2026","3188","2919","Aprovado","","289","Não","5","Conectada","1780750275537x158573098243903970"
"53004230","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","06/07/2026","3188","2919","Aprovado","","290","Não","5","Conectada","1780750276692x501958218714858560"
"53008430","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","06/07/2026","3189","2920","Aprovado","","381","Não","5","Conectada","1780750995276x503066937267715440"
"17047196","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 1 Access Point - Equip - MEGA - NO","1","7.955,58","7.955,58","Material","06/07/2026","3192","2923","Aprovado","","357","Não","5","Conectada","1780752971970x517227813960265700"
"17052424","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 1 Access Point - Equip - MEGA - NO","1","7.955,58","7.955,58","Material","06/07/2026","3192","2923","Aprovado","","355","Não","5","Conectada","1780752972299x184061595297873700"
"17047196","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - NO","1","1.491,72","1.491,72","Material","06/07/2026","3192","2923","Aprovado","","358","Não","5","Conectada","1780752973323x694626684939532800"
"17052424","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - NO","1","1.491,72","1.491,72","Material","06/07/2026","3192","2923","Aprovado","","356","Não","5","Conectada","1780752974120x859617831003115900"
"17053935","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 1 Access Point - Equip - MEGA - NO","1","7.955,58","7.955,58","Material","06/07/2026","3193","2924","Aprovado","","319","Não","5","Conectada","1780753545040x484773524501433540"
"17053676","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - NO","1","1.491,72","1.491,72","Material","06/07/2026","3193","2924","Aprovado","","326","Não","5","Conectada","1780753545823x206953860099034370"
"17053935","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - NO","1","1.491,72","1.491,72","Material","06/07/2026","3193","2924","Aprovado","","321","Não","5","Conectada","1780753545964x304672455791790340"
"17065402","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - NO","1","1.491,72","1.491,72","Material","06/07/2026","3193","2924","Aprovado","","330","Não","5","Conectada","1780753547333x436840315710149060"
"17113806","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - NO","1","1.491,72","1.491,72","Material","06/07/2026","3193","2924","Aprovado","","365","Não","5","Conectada","1780753547606x213994515364312580"
"35009110","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3195","2926","Aprovado","","241","Não","5","Conectada","1780754998707x270209239495398120"
"35267193","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","9.512,95","9.512,95","Material","06/07/2026","3196","2927","Aprovado","","245","Não","5","Conectada","1780755494258x106294446684280110"
"35298273","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","9.512,95","9.512,95","Material","06/07/2026","3196","2927","Aprovado","","143","Não","5","Conectada","1780755494345x347589729205755000"
"35298281","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","9.512,95","9.512,95","Material","06/07/2026","3196","2927","Aprovado","","247","Não","5","Conectada","1780755494460x700074625987971700"
"35267193","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3196","2927","Aprovado","","246","Não","5","Conectada","1780755495335x569225523089291800"
"35298273","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3196","2927","Aprovado","","144","Não","5","Conectada","1780755495388x858365673680738600"
"35298281","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3196","2927","Aprovado","","248","Não","5","Conectada","1780755495513x810307825367250800"
"35009981","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 5 Access Points - Equip - MEGA - SE","1","13.221,66","9.512,95","Material","06/07/2026","3198","2929","Aprovado","","128","Não","5","Conectada","1780756403120x288523677734820100"
"35004016","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","9.512,95","9.512,95","Material","06/07/2026","3198","2929","Aprovado","","173","Não","5","Conectada","1780756403236x891960493029393400"
"35006222","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","9.512,95","9.512,95","Material","06/07/2026","3198","2929","Aprovado","","161","Não","5","Conectada","1780756403311x217796875640372540"
"35005899","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 1 Access Point - Equip - MEGA - SE","1","8.276,72","8.276,72","Material","06/07/2026","3198","2929","Aprovado","","167","Não","5","Conectada","1780756403477x726873766975252400"
"35004016","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3198","2929","Aprovado","","174","Não","5","Conectada","1780756403696x896206268564255400"
"35005899","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3198","2929","Aprovado","","168","Não","5","Conectada","1780756403701x189890284910577920"
"35006222","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3198","2929","Aprovado","","162","Não","5","Conectada","1780756403711x313146856527592600"
"35009981","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3198","2929","Aprovado","","155","Não","5","Conectada","1780756403911x603611354955451400"
"35080068","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3198","2929","Aprovado","","379","Não","5","Conectada","1780756404264x767156385422241000"
"35010296","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 6 Access Points - Equip - MEGA - SE","1","14.457,89","14.457,89","Material","06/07/2026","3199","2930","Aprovado","","303","Não","5","Conectada","1780756920636x828186304191130600"
"35010304","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 7 Access Points - Equip - MEGA - SE","1","15.694,13","15.694,13","Material","06/07/2026","3199","2930","Aprovado","","259","Não","5","Conectada","1780756920923x631668729126958700"
"35010294","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 7 Access Points - Equip - MEGA - SE","1","15.694,13","15.694,13","Material","06/07/2026","3199","2930","Aprovado","","126","Não","5","Conectada","1780756921504x236104353578829630"
"35010282","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 7 Access Points - Equip - MEGA - SE","1","15.694,13","15.694,13","Material","06/07/2026","3199","2930","Aprovado","","257","Não","5","Conectada","1780756921594x285762737152495550"
"35010298","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3199","2930","Aprovado","","352","Não","5","Conectada","1780756921715x655429449777805400"
"35010282","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3199","2930","Aprovado","","258","Não","5","Conectada","1780756921778x338967988873054600"
"35010283","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3199","2930","Aprovado","","269","Não","5","Conectada","1780756922036x354396218696505900"
"35010295","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3199","2930","Aprovado","","354","Não","5","Conectada","1780756922263x309308148401860500"
"35010294","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3199","2930","Aprovado","","127","Não","5","Conectada","1780756922545x692198238789388400"
"35010286","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3199","2930","Aprovado","","341","Não","5","Conectada","1780756922565x463202367218245060"
"35010304","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3199","2930","Aprovado","","260","Não","5","Conectada","1780756922686x971493042815849500"
"35010296","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3199","2930","Aprovado","","304","Não","5","Conectada","1780756922813x887970671997639000"
"35010301","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3199","2930","Aprovado","","123","Não","5","Conectada","1780756922958x509058238675748100"
"35431709","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 15 Access Points - Equip - MEGA - SE","1","26.353,13","26.353,13","Material","06/07/2026","3203","2934","Aprovado","","336","Não","5","Conectada","1780762276023x443118832665306200"
"35431709","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3203","2934","Aprovado","","337","Não","5","Conectada","1780762278994x280493977428700960"
"35236901","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","9.512,95","9.512,95","Material","06/07/2026","3204","2935","Aprovado","","177","Não","5","Conectada","1780762656761x924758379023831400"
"35236998","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","9.512,95","9.512,95","Material","06/07/2026","3204","2935","Aprovado","","236","Não","5","Conectada","1780762657003x240381986920410460"
"35237474","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","9.512,95","9.512,95","Material","06/07/2026","3204","2935","Aprovado","","252","Não","5","Conectada","1780762657226x277592169013438430"
"35237565","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","9.512,95","9.512,95","Material","06/07/2026","3204","2935","Aprovado","","120","Não","5","Conectada","1780762657287x355407796275072600"
"35237644","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","9.512,95","9.512,95","Material","06/07/2026","3204","2935","Aprovado","","118","Não","5","Conectada","1780762657305x973515022875517400"
"35237541","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 1 Access Point - Equip - MEGA - SE","1","8.276,72","8.276,72","Material","06/07/2026","3204","2935","Aprovado","","165","Não","5","Conectada","1780762657751x377131458951362800"
"35236901","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3204","2935","Aprovado","","179","Não","5","Conectada","1780762658020x926891483897194200"
"35236998","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3204","2935","Aprovado","","237","Não","5","Conectada","1780762658398x192514732640272060"
"35237206","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3204","2935","Aprovado","","328","Não","5","Conectada","1780762658606x847766595298285300"
"35237224","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3204","2935","Aprovado","","312","Não","5","Conectada","1780762658651x416966297355325000"
"35237358","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3204","2935","Aprovado","","267","Não","5","Conectada","1780762658772x867318419700496100"
"35237474","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3204","2935","Aprovado","","251","Não","5","Conectada","1780762658787x250456047371446340"
"35237536","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3204","2935","Aprovado","","233","Não","5","Conectada","1780762658927x318771138964214460"
"35237528","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3204","2935","Aprovado","","335","Não","5","Conectada","1780762658974x937018224806892200"
"35237541","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3204","2935","Aprovado","","166","Não","5","Conectada","1780762659021x831642023734643000"
"35236974","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3204","2935","Aprovado","","209","Não","5","Conectada","1780762659116x787740436598456300"
"35237565","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3204","2935","Aprovado","","121","Não","5","Conectada","1780762659153x770277575068494500"
"35237607","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3204","2935","Aprovado","","211","Não","5","Conectada","1780762659344x496075940953459400"
"35237644","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3204","2935","Aprovado","","119","Não","5","Conectada","1780762659376x325712093815706560"
"35237772","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 3 Access Points - Equip - MEGA - SE","1","10.749,19","10.749,19","Material","06/07/2026","3205","2936","Aprovado","","234","Não","5","Conectada","1780763439993x993868545795571600"
"35237851","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","9.512,95","9.512,95","Material","06/07/2026","3205","2936","Aprovado","","141","Não","5","Conectada","1780763440003x827998369534774100"
"35237985","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","8.276,72","8.276,72","Material","06/07/2026","3205","2936","Aprovado","","116","Não","5","Conectada","1780763440080x742136966288667000"
"35237991","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","9.512,95","9.512,95","Material","06/07/2026","3205","2936","Aprovado","","242","Não","5","Conectada","1780763440116x245063923865430400"
"35238223","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","9.512,95","9.512,95","Material","06/07/2026","3205","2936","Aprovado","","218","Não","5","Conectada","1780763440126x644277196224445300"
"35238405","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","9.512,95","9.512,95","Material","06/07/2026","3205","2936","Aprovado","","301","Não","5","Conectada","1780763440264x556185604469394500"
"35238533","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","9.512,95","9.512,95","Material","06/07/2026","3205","2936","Aprovado","","238","Não","5","Conectada","1780763440284x655729707630347900"
"35238454","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","9.512,95","9.512,95","Material","06/07/2026","3205","2936","Aprovado","","157","Não","5","Conectada","1780763440304x565598347459132400"
"35238971","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","9.512,95","9.512,95","Material","06/07/2026","3205","2936","Aprovado","","103","Não","5","Conectada","1780763440337x456679812654634300"
"35239161","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - SE","1","9.512,95","9.512,95","Material","06/07/2026","3205","2936","Aprovado","","136","Não","5","Conectada","1780763440364x301877694263357630"
"35238200","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 1 Access Point - Equip - MEGA - SE","1","8.276,72","8.276,72","Material","06/07/2026","3205","2936","Aprovado","","111","Não","5","Conectada","1780763440592x604708396339788300"
"35238545","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 1 Access Point - Equip - MEGA - SE","1","8.276,72","8.276,72","Material","06/07/2026","3205","2936","Aprovado","","105","Não","5","Conectada","1780763440647x816779390860438000"
"35239306","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 1 Access Point - Equip - MEGA - SE","1","8.276,72","8.276,72","Material","06/07/2026","3205","2936","Aprovado","","95","Não","5","Conectada","1780763440788x597519464938586200"
"35237851","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3205","2936","Aprovado","","151","Não","5","Conectada","1780763440862x748292653993487100"
"35237772","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3205","2936","Aprovado","","235","Não","5","Conectada","1780763440993x731346120620494300"
"35237985","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","06/07/2026","3205","2936","Aprovado","","117","Não","5","Conectada","1780763441050x616790208994086900"
