Projeto,Cod Fornecedor,Fornecedor,CNPJ,Num Obra,Cod Produto,Descrição do Item,Qtde Produto,Valor Unit UR,Valor Produto,Prod Serv,Previsão de execução,Num Provisório,Num OSP,Validação OSP,Status OSP,Nota Fiscal,Enviado SAP,Fase escola,Status escola,Unique ID
"35276315","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Access Point adicional Indoor - Equip - MEGA - SE","4","727,31","2.909,24","Material","31/07/2026","4232","3928","Aprovado","Notas pendentes","1359","Não","5","Conectada","1783716643532x305455051033532350"
"35241623","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Access Point adicional Indoor - Equip - MEGA - SE","4","727,31","2.909,24","Material","31/07/2026","4232","3928","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783716643636x621768375516527400"
"35010279","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Access Point adicional Indoor - Equip - MEGA - SE","3","727,31","2.181,93","Material","31/07/2026","4232","3928","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783716643756x438568650931308700"
"35010279","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4232","3928","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783716643969x633250457761888300"
"35208103","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4232","3928","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783716644000x566978654467317200"
"35223001","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4232","3928","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783716644197x267944080254046700"
"35216324","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4232","3928","Aprovado","Notas pendentes","","Não","5","Conectada","1783716644206x569109739692679400"
"35241611","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4232","3928","Aprovado","Notas pendentes","1061","Não","5","Conectada","1783716644311x958659802645975400"
"35241623","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4232","3928","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783716644435x371650601502862000"
"35276315","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4232","3928","Aprovado","Notas pendentes","1361","Não","5","Conectada","1783716644548x278661985775234600"
"35273582","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4232","3928","Aprovado","Notas pendentes","601","Não","5","Conectada","1783716644763x341917379077957700"
"52044440","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 14 Access Points - Equip - MEGA - CO","1","24.142,36","24.142,36","Material","31/07/2026","4233","3896","Aprovado","Notas pendentes","","Não","5","Conectada","1783717001547x816052057137104100"
"52031349","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","31/07/2026","4233","3896","Aprovado","Notas pendentes","994","Não","5","Conectada","1783717003015x755466642062170200"
"52035395","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","31/07/2026","4233","3896","Aprovado","Notas pendentes","1039","Não","5","Conectada","1783717003291x594459792173134700"
"52033511","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","31/07/2026","4233","3896","Aprovado","Notas pendentes","1047","Não","5","Conectada","1783717003466x619692562491873000"
"52033503","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","31/07/2026","4233","3896","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783717003599x831632038156307000"
"52035352","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","31/07/2026","4233","3896","Aprovado","Notas pendentes","704","Não","5","Conectada","1783717003880x672054276373167900"
"52044440","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","31/07/2026","4233","3896","Aprovado","Notas pendentes","","Não","5","Conectada","1783717003909x921835212905555600"
"52031454","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","31/07/2026","4233","3896","Aprovado","Notas pendentes","798","Não","5","Conectada","1783717004083x328438597944891200"
"52070964","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","31/07/2026","4233","3896","Aprovado","Notas pendentes","722","Não","5","Conectada","1783717004437x537842752718811650"
"52079562","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","31/07/2026","4233","3896","Aprovado","Notas pendentes","982","Não","5","Conectada","1783717004451x807501323100202400"
"35281897","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 15 Access Points - Equip - MEGA - SE","1","26.353,13","26.353,13","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","1035","Não","5","Conectada","1783945308733x429315346161595500"
"35439666","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 15 Access Points - Equip - MEGA - SE","1","26.353,13","26.353,13","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783945308759x585647720192820100"
"35276352","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 15 Access Points - Equip - MEGA - SE","1","26.353,13","26.353,13","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783945308816x735582139350480300"
"35465240","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 15 Access Points - Equip - MEGA - SE","1","26.353,13","26.353,13","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783945308826x608039625149495700"
"35355744","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 12 Access Points - Equip - MEGA - SE","1","22.644,43","22.644,43","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783945309224x263603160864593660"
"35405140","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 8 Access Points - Equip - MEGA - SE","1","17.699,49","17.699,49","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","753","Não","5","Conectada","1783945309337x471796299145799800"
"35223098","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 10 Access Points - Equip - MEGA - SE","1","20.171,96","20.171,96","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","537","Não","5","Conectada","1783945309339x750403753912878700"
"35077926","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 6 Access Points - Equip - MEGA - SE","1","14.457,89","14.457,89","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","536","Não","5","Conectada","1783945309625x901289165461094700"
"35276352","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Access Point adicional Indoor - Equip - MEGA - CO","3","699,09","2.097,27","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783945309617x613974693432884200"
"35276352","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783945309675x717117883902635100"
"35281897","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","1036","Não","5","Conectada","1783945309781x343808435849501250"
"35355744","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783945309878x106170514114377390"
"35405140","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","754","Não","5","Conectada","1783945310027x658047311326950700"
"35439666","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783945310230x377066891276827140"
"35465240","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783945310289x489228022872068900"
"35077926","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","538","Não","5","Conectada","1783945310314x997355152742015500"
"35223098","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","539","Não","5","Conectada","1783945310537x126240516683245200"
"35465240","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Access Point adicional Indoor - Equip - MEGA - SE","2","727,31","1.454,62","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783945310802x577607144661821200"
"35281897","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Access Point adicional Indoor - Equip - MEGA - SE","1","727,31","727,31","Material","31/07/2026","4274","3888","Aprovado","Notas pendentes","1037","Não","5","Conectada","1783945310983x250902054672454750"
"52031314","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 13 Access Points - Equip - MEGA - CO","1","22.954,09","22.954,09","Material","31/07/2026","4286","3897","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783948717002x605829177144750800"
"52031926","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 11 Access Points - Equip - MEGA - CO","1","20.577,55","20.577,55","Material","31/07/2026","4286","3897","Aprovado","Notas pendentes","807","Não","5","Conectada","1783948717047x894900666387130100"
"52085864","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 6 Access Points - Equip - MEGA - CO","1","13.896,92","13.896,92","Material","31/07/2026","4286","3897","Aprovado","Notas pendentes","562","Não","5","Conectada","1783948717549x159371494074471700"
"52085864","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","31/07/2026","4286","3897","Aprovado","Notas pendentes","569","Não","5","Conectada","1783948717619x342950579918257700"
"52030679","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","31/07/2026","4286","3897","Aprovado","Notas pendentes","724","Não","5","Conectada","1783948717687x872434504904851000"
"52030628","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","31/07/2026","4286","3897","Aprovado","Notas pendentes","776","Não","5","Conectada","1783948717715x762497584048186200"
"52030881","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","31/07/2026","4286","3897","Aprovado","Notas pendentes","785","Não","5","Conectada","1783948717782x608676415081700100"
"52031977","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","31/07/2026","4286","3897","Aprovado","Notas pendentes","","Não","5","Conectada","1783948717805x912046603521361700"
"52032043","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","31/07/2026","4286","3897","Aprovado","Notas pendentes","","Não","5","Conectada","1783948717807x597395959921911440"
"52031314","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","31/07/2026","4286","3897","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783948717819x504939121020141950"
"52031926","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - CO","1","1.491,72","1.491,72","Material","31/07/2026","4286","3897","Aprovado","Notas pendentes","805","Não","5","Conectada","1783948717822x898189336339555000"
"35355732","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 11 Access Points - Equip - MEGA - SE","1","21.408,19","21.408,19","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","1010","Não","5","Conectada","1783949905401x495076551092041840"
"35244764","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 15 Access Points - Equip - MEGA - SE","1","26.353,13","26.353,13","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783949905644x113549279925937660"
"35479412","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 15 Access Points - Equip - MEGA - SE","1","26.353,13","26.353,13","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","1080","Não","5","Conectada","1783949905760x556250070258478500"
"35072990","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 15 Access Points - Equip - MEGA - SE","1","26.353,13","26.353,13","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783949905875x603748515899183400"
"35010299","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 10 Access Points - Equip - MEGA - SE","1","20.171,96","20.171,96","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","565","Não","5","Conectada","1783949905892x939671253419240400"
"35195479","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 10 Access Points - Equip - MEGA - SE","1","20.171,96","20.171,96","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","1165","Não","5","Conectada","1783949905907x953337416941285600"
"35294937","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 9 Access Points - Equip - MEGA - SE","1","18.935,73","18.935,73","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783949906100x791768559878893000"
"35009794","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 8 Access Points - Equip - MEGA - SE","1","17.699,49","17.699,49","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783949906136x362843267236401900"
"35244764","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Access Point adicional Indoor - Equip - MEGA - SE","5","727,31","3.636,55","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783949906182x529508252053527230"
"35072990","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Access Point adicional Indoor - Equip - MEGA - SE","4","727,31","2.909,24","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783949906315x346360269006689340"
"35009794","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783949906551x420799262852265860"
"35294937","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783949906563x235045063009074140"
"35010299","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","566","Não","5","Conectada","1783949906597x442518416596683300"
"35479412","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","1095","Não","5","Conectada","1783949906743x625330590681966200"
"35072990","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783949906886x625933214006837400"
"35195479","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","1166","Não","5","Conectada","1783949907012x673413170125278800"
"35244764","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","","Não","5","Em planejamento","1783949907098x304090790732759230"
"35355732","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Nobreak - Equip - MEGA - SE","1","1.551,93","1.551,93","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","1011","Não","5","Conectada","1783949907160x195731778758375230"
"35479412","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Access Point adicional Indoor - Equip - MEGA - SE","1","727,31","727,31","Material","31/07/2026","4288","3890","Aprovado","Notas pendentes","1082","Não","5","Conectada","1783949907339x235670961884778750"
"52286355","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 13 Access Points - Equip - MEGA - CO","1","22.954,09","22.954,09","Material","31/07/2026","4293","3898","Aprovado","","979","Não","5","Conectada","1783953543016x480848939696450200"
"52103820","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 4 Access Points - Equip - MEGA - CO","1","11.520,39","11.520,39","Material","31/07/2026","4293","3898","Aprovado","","651","Não","5","Conectada","1783953543006x834894269994512100"
"52108830","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 4 Access Points - Equip - MEGA - CO","1","11.520,39","11.520,39","Material","31/07/2026","4293","3898","Aprovado","","1200","Não","5","Conectada","1783953543166x388449784642936900"
"52109399","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - CO","1","9.143,85","9.143,85","Material","31/07/2026","4293","3898","Aprovado","","844","Não","5","Conectada","1783953543245x364456063788400450"
"52171205","19001","MEGA INFRA SOLUCOES EM INFRAESTRUTURA LTDA (Filial SP)","07.525.262/0004-61","4-IMPLANTAÇÃO_DE_REDE_INTERNA","","Kit Cobertura Wi-Fi - 2 Access Points - Equip - MEGA - CO","1","9.143,85","9.143,85","Material","31/07/2026","4293","3898","Aprovado","","1007","Não","5","Conectada","1783953543293x846443405101711700"
